Transaction_ID,Date,Brand_Name,Product_Category,Region,Sales_Channel,Units_Sold,Unit_Price,Revenue,Cost,Profit
TXN-9029,1/14/2024,Colgate,Personal Care,Port Harcourt,Online,231,380,87780,0,87780
TXN-6563,3/16/2024,Nestlee,Snack,Benin City,Wholesaler,1000,146,146000,3000,143000
TXN-6846,9/18/2024,Nestlee,Toiletry,Kano,Ecom,2000,530,1060000,598,1059402
TXN-4900,6/21/2024,P&G,Dairy,Abuja,Retail Store,78,705,54990,1000,53990
TXN-1785,2/5/2024,Indommee,Household,Kano,Online,98,939,92022,0,92022
TXN-1435,10/18/2024,Nestlee,Beverage,Ibadan,Wholesaler,252,978,246456,2000,244456
TXN-855,1/28/2024,Nestlee,Grocery,Enugu,Wholesaler,186,281,52266,4919,47347
TXN-4118,12/25/2024,Indommee,Toiletry,Lagos,Online,2000,574,1148000,0,1148000
TXN-7055,4/8/2024,Nestlee,Grocery,Port Harcourt,Retail Store,129,484,62436,4864,57572
TXN-1237,10/11/2024,Reckit,Beverage,Jos,Retail Store,3000,813,2439000,2000,2437000
TXN-5067,12/29/2024,Dangote,Household,Enugu,Retail Store,229,919,210451,4635,205816
TXN-8291,8/23/2024,Pepsico,Personal Care,Lagos,Online,171,607,103797,0,103797
TXN-6499,6/30/2024,Indommee,Snack,Benin City,Online,79,768,60672,1000,59672
TXN-3903,8/22/2024,Colgate,Household,Port Harcourt,Retail Store,2000,298,596000,1000,595000
TXN-3493,12/11/2024,Dangote,Beverage,Abuja,Online,1000,177,177000,5282,171718
TXN-3384,3/25/2024,P&G,Personal Care,Port Harcourt,Online,3000,323,969000,5275,963725
TXN-7471,12/12/2024,Reckit,Toiletry,Abuja,Online,0,246,0,666,-666
TXN-5284,7/13/2024,Coca Cola,Beverage,Lagos,Distributor,92,239,21988,2000,19988
TXN-715,11/8/2024,Nestlee,Grocery,Ibadan,Online,1000,931,931000,847,930153
TXN-8646,9/16/2024,Pepsico,Personal Care,Kano,Online,184,502,92368,1176,91192
TXN-3887,7/11/2024,P&G,Beverage,Abuja,Online,0,568,0,1000,-1000
TXN-2302,7/4/2024,Nestlee,Grocery,Abuja,Retail Store,88,531,46728,1000,45728
TXN-1463,9/12/2024,Indommee,Dairy,Lagos,Retail Store,133,812,107996,3509,104487
TXN-1988,2/1/2024,Pepsico,Toiletry,Jos,Distributor,8,617,4936,3000,1936
TXN-9822,10/18/2024,P&G,Beverage,Jos,Retail Store,2000,214,428000,5559,422441
TXN-5113,3/24/2024,Nestlee,Beverage,Enugu,Wholesaler,3000,127,381000,4642,376358
TXN-7782,10/26/2024,Reckit,Beverage,Kano,Distributor,37,398,14726,3846,10880
TXN-3713,11/4/2024,P&G,Personal Care,Abuja,Wholesaler,255,759,193545,4353,189192
TXN-6009,5/29/2024,P&G,Grocery,Enugu,Wholesaler,3000,478,1434000,3000,1431000
TXN-9843,3/16/2024,Unilvr,Household,Kano,Wholesaler,0,504,0,0,0
TXN-7582,8/17/2024,Coca Cola,Personal Care,Port Harcourt,Ecom,0,806,0,3178,-3178
TXN-8007,12/31/2024,Colgate,Personal Care,Port Harcourt,Online,1000,706,706000,2000,704000
TXN-1551,4/6/2024,P&G,Beverage,Jos,Ecom,1000,624,624000,7503,616497
TXN-8713,7/14/2024,Coca Cola,Grocery,Jos,Online,275,725,199375,4277,195098
TXN-8376,9/22/2024,Nestlee,Toiletry,Ibadan,Retail Store,3000,516,1548000,3000,1545000
TXN-8969,7/12/2024,Colgate,Dairy,Ibadan,Online,248,303,75144,6976,68168
TXN-2387,1/23/2024,Coca Cola,Beverage,Abuja,Distributor,2000,199,398000,1000,397000
TXN-7992,12/2/2024,Colgate,Snack,Abuja,Online,151,944,142544,7157,135387
TXN-4177,1/1/2024,P&G,Snack,Kano,Retail Store,227,283,64241,0,64241
TXN-4582,5/5/2024,Nestlee,Household,Ibadan,Distributor,96,111,10656,2582,8074
TXN-8596,10/29/2024,Pepsico,Toiletry,Port Harcourt,Wholesaler,0,212,0,2837,-2837
TXN-7840,11/6/2024,Coca Cola,Personal Care,Benin City,Online,3000,691,2073000,4673,2068327
TXN-3519,6/23/2024,Dangote,Snack,Lagos,Online,233,449,104617,3000,101617
TXN-2883,4/25/2024,Coca Cola,Grocery,Port Harcourt,Ecom,73,719,52487,1000,51487
TXN-8276,5/27/2024,Dangote,Household,Lagos,Online,2000,846,1692000,2844,1689156
TXN-9925,6/4/2024,P&G,Beverage,Abuja,Wholesaler,2000,390,780000,2000,778000
TXN-9552,4/20/2024,Coca Cola,Toiletry,Kano,Retail Store,2000,907,1814000,2000,1812000
TXN-4507,3/2/2024,Nestlee,Household,Benin City,Wholesaler,3000,554,1662000,2335,1659665
TXN-4549,5/2/2024,Dangote,Toiletry,Lagos,Retail Store,1000,246,246000,2000,244000
TXN-4054,12/24/2024,Pepsico,Beverage,Ibadan,Wholesaler,249,818,203682,2000,201682
TXN-8729,7/1/2024,Unilvr,Snack,Jos,Ecom,201,337,67737,5127,62610
TXN-3394,5/16/2024,P&G,Beverage,Kano,Retail Store,2000,430,860000,1000,859000
TXN-5172,10/14/2024,Unilvr,Household,Abuja,Online,177,438,77526,3398,74128
TXN-9718,3/23/2024,Coca Cola,Personal Care,Abuja,Online,72,812,58464,3720,54744
TXN-881,5/11/2024,Unilvr,Personal Care,Jos,Retail Store,3000,887,2661000,5611,2655389
TXN-693,10/3/2024,P&G,Personal Care,Benin City,Online,2000,791,1582000,3924,1578076
TXN-3478,11/14/2024,P&G,Snack,Benin City,Distributor,3000,710,2130000,4241,2125759
TXN-7696,3/6/2024,Nestlee,Dairy,Lagos,Retail Store,175,162,28350,5272,23078
TXN-2520,3/25/2024,Dangote,Beverage,Port Harcourt,Retail Store,162,216,34992,2000,32992
TXN-9822,2/16/2024,Pepsico,Household,Abuja,Online,59,727,42893,2534,40359
TXN-8694,6/16/2024,Indommee,Personal Care,Benin City,Retail Store,0,963,0,5015,-5015
TXN-1380,4/14/2024,Dangote,Toiletry,Kano,Retail Store,3000,663,1989000,7552,1981448
TXN-9558,5/3/2024,Nestlee,Toiletry,Port Harcourt,Online,17,942,16014,2272,13742
TXN-4573,2/19/2024,Colgate,Toiletry,Jos,Online,1000,154,154000,1351,152649
TXN-6742,1/15/2024,Nestlee,Household,Abuja,Retail Store,220,760,167200,7097,160103
TXN-4489,9/29/2024,Coca Cola,Household,Abuja,Online,157,616,96712,7956,88756
TXN-3140,12/9/2024,Reckit,Toiletry,Abuja,Wholesaler,26,447,11622,4267,7355
TXN-7648,3/26/2024,Colgate,Household,Jos,Distributor,162,898,145476,0,145476
TXN-1887,3/10/2024,Colgate,Grocery,Jos,Distributor,1000,389,389000,1000,388000
TXN-4978,6/14/2024,Dangote,Beverage,Lagos,Online,2000,528,1056000,1000,1055000
TXN-4304,1/15/2024,Nestlee,Beverage,Jos,Online,207,560,115920,3000,112920
TXN-5040,8/7/2024,Colgate,Snack,Benin City,Ecom,2000,298,596000,508,595492
TXN-3599,10/26/2024,Coca Cola,Beverage,Ibadan,Online,82,306,25092,752,24340
TXN-1186,10/21/2024,P&G,Personal Care,Abuja,Retail Store,216,961,207576,2308,205268
TXN-8655,6/16/2024,Indommee,Dairy,Ibadan,Online,3000,866,2598000,1312,2596688
TXN-1870,7/2/2024,Reckit,Personal Care,Lagos,Online,243,403,97929,3000,94929
TXN-9577,1/31/2024,Coca Cola,Beverage,Enugu,Distributor,79,465,36735,4731,32004
TXN-6179,5/10/2024,Coca Cola,Household,Abuja,Retail Store,11,926,10186,2000,8186
TXN-2445,5/8/2024,Indommee,Toiletry,Kano,Ecom,0,205,0,6666,-6666
TXN-7168,2/3/2024,Pepsico,Toiletry,Port Harcourt,Wholesaler,3000,928,2784000,1000,2783000
TXN-5992,9/2/2024,Unilvr,Household,Ibadan,Retail Store,0,400,0,0,0
TXN-6133,12/12/2024,Coca Cola,Snack,Abuja,Wholesaler,2000,947,1894000,2000,1892000
TXN-4570,4/6/2024,Nestlee,Beverage,Jos,Retail Store,2000,644,1288000,6814,1281186
TXN-3500,5/2/2024,Dangote,Grocery,Ibadan,Online,2000,287,574000,1000,573000
TXN-9976,12/24/2024,P&G,Toiletry,Port Harcourt,Retail Store,2000,394,788000,1000,787000
TXN-747,7/11/2024,Coca Cola,Beverage,Benin City,Retail Store,1000,703,703000,7441,695559
TXN-8226,12/14/2024,Nestlee,Snack,Ibadan,Online,146,291,42486,0,42486
TXN-3491,11/4/2024,P&G,Beverage,Kano,Retail Store,3000,725,2175000,7605,2167395
TXN-1173,3/14/2024,Colgate,Dairy,Kano,Ecom,193,615,118695,0,118695
TXN-9726,5/2/2024,Coca Cola,Toiletry,Benin City,Retail Store,0,326,0,4325,-4325
TXN-4465,10/20/2024,Reckit,Household,Benin City,Retail Store,265,548,145220,3000,142220
TXN-7786,10/18/2024,Dangote,Snack,Abuja,Distributor,285,651,185535,2000,183535
TXN-9244,9/17/2024,Coca Cola,Toiletry,Enugu,Online,55,557,30635,5462,25173
TXN-9717,12/8/2024,Coca Cola,Grocery,Port Harcourt,Ecom,3000,380,1140000,3000,1137000
TXN-9117,5/14/2024,Pepsico,Toiletry,Port Harcourt,Online,1000,885,885000,1000,884000
TXN-7320,11/15/2024,Unilvr,Toiletry,Benin City,Ecom,60,176,10560,2000,8560
TXN-9022,4/30/2024,Colgate,Personal Care,Kano,Online,81,186,15066,5807,9259
TXN-3760,8/27/2024,Coca Cola,Personal Care,Ibadan,Online,97,217,21049,1000,20049
TXN-9707,4/9/2024,Indommee,Grocery,Benin City,Online,0,677,0,1000,-1000
TXN-9109,1/17/2024,Colgate,Household,Abuja,Wholesaler,111,208,23088,0,23088
TXN-5481,10/28/2024,Pepsico,Snack,Kano,Retail Store,3000,550,1650000,1000,1649000
TXN-5229,4/26/2024,P&G,Dairy,Ibadan,Wholesaler,3000,562,1686000,3895,1682105
TXN-7397,10/15/2024,Colgate,Household,Jos,Wholesaler,136,882,119952,3000,116952
TXN-3851,3/9/2024,Indommee,Snack,Abuja,Online,3000,151,453000,7395,445605
TXN-9321,12/6/2024,Coca Cola,Personal Care,Ibadan,Retail Store,0,792,0,7474,-7474
TXN-397,11/14/2024,Unilvr,Grocery,Abuja,Wholesaler,89,384,34176,3419,30757
TXN-903,8/28/2024,Nestlee,Household,Ibadan,Online,270,529,142830,991,141839
TXN-1276,5/7/2024,Unilvr,Dairy,Kano,Retail Store,282,523,147486,6182,141304
TXN-9271,8/24/2024,Coca Cola,Snack,Lagos,Online,278,335,93130,3277,89853
TXN-8706,7/11/2024,Reckit,Personal Care,Abuja,Online,44,288,12672,5001,7671
TXN-5887,11/30/2024,Reckit,Dairy,Jos,Ecom,1000,712,712000,3755,708245
TXN-7162,10/1/2024,Dangote,Beverage,Ibadan,Ecom,0,371,0,2000,-2000
TXN-8744,2/20/2024,Unilvr,Snack,Lagos,Online,35,385,13475,4418,9057
TXN-2884,8/16/2024,Pepsico,Toiletry,Lagos,Online,178,308,54824,1000,53824
TXN-620,4/16/2024,Nestlee,Grocery,Abuja,Online,2000,134,268000,0,268000
TXN-1586,1/27/2024,Unilvr,Personal Care,Ibadan,Online,3000,853,2559000,3000,2556000
TXN-3597,5/6/2024,Nestlee,Dairy,Ibadan,Wholesaler,0,335,0,2000,-2000
TXN-7029,1/15/2024,P&G,Toiletry,Port Harcourt,Retail Store,20,492,9840,3876,5964
TXN-6707,9/10/2024,Coca Cola,Dairy,Abuja,Wholesaler,138,282,38916,3850,35066
TXN-4216,12/13/2024,Reckit,Snack,Kano,Ecom,2000,177,354000,1448,352552
TXN-7452,3/24/2024,Pepsico,Grocery,Ibadan,Wholesaler,158,866,136828,1719,135109
TXN-2074,8/27/2024,Pepsico,Dairy,Port Harcourt,Online,73,234,17082,0,17082
TXN-3370,4/27/2024,Nestlee,Beverage,Benin City,Distributor,212,171,36252,3000,33252
TXN-383,1/12/2024,Reckit,Snack,Kano,Retail Store,180,348,62640,3000,59640
TXN-3752,8/23/2024,P&G,Dairy,Kano,Ecom,65,585,38025,4696,33329
TXN-6491,2/24/2024,P&G,Personal Care,Kano,Retail Store,218,765,166770,4609,162161
TXN-9547,5/12/2024,Coca Cola,Snack,Lagos,Online,3000,121,363000,3234,359766
TXN-5982,11/9/2024,Colgate,Toiletry,Jos,Retail Store,34,698,23732,7177,16555
TXN-1775,7/27/2024,Dangote,Dairy,Kano,Online,6,676,4056,3000,1056
TXN-6902,3/8/2024,Reckit,Beverage,Kano,Wholesaler,1000,634,634000,2000,632000
TXN-8000,1/14/2024,Reckit,Household,Lagos,Wholesaler,169,404,68276,2000,66276
TXN-8492,7/5/2024,Coca Cola,Toiletry,Lagos,Distributor,260,405,105300,1000,104300
TXN-9812,11/27/2024,Dangote,Beverage,Ibadan,Ecom,153,614,93942,6598,87344
TXN-3676,3/9/2024,Colgate,Personal Care,Port Harcourt,Wholesaler,3000,807,2421000,1000,2420000
TXN-3577,8/11/2024,Colgate,Dairy,Kano,Retail Store,1000,646,646000,1000,645000
TXN-4421,4/8/2024,Unilvr,Grocery,Lagos,Retail Store,0,821,0,5077,-5077
TXN-3553,11/4/2024,Unilvr,Snack,Lagos,Retail Store,281,908,255148,6940,248208
TXN-8168,12/21/2024,Reckit,Household,Benin City,Retail Store,2000,471,942000,0,942000
TXN-9289,10/20/2024,Reckit,Toiletry,Enugu,Online,3000,176,528000,7263,520737
TXN-4189,2/2/2024,Nestlee,Beverage,Enugu,Ecom,0,519,0,3825,-3825
TXN-5139,10/1/2024,Indommee,Snack,Ibadan,Retail Store,3000,856,2568000,1000,2567000
TXN-3613,6/20/2024,Indommee,Household,Port Harcourt,Wholesaler,30,926,27780,1000,26780
TXN-5218,7/24/2024,Nestlee,Toiletry,Kano,Ecom,18,163,2934,3000,-66
TXN-2719,6/14/2024,Indommee,Beverage,Port Harcourt,Ecom,2000,151,302000,6788,295212
TXN-3962,1/25/2024,Pepsico,Household,Port Harcourt,Retail Store,3000,532,1596000,0,1596000
TXN-191,6/15/2024,Indommee,Toiletry,Benin City,Online,204,677,138108,2000,136108
TXN-8139,11/20/2024,P&G,Snack,Kano,Distributor,71,391,27761,1000,26761
TXN-8055,12/14/2024,Colgate,Grocery,Jos,Retail Store,2000,209,418000,1980,416020
TXN-5113,8/16/2024,P&G,Snack,Enugu,Online,281,683,191923,1976,189947
TXN-307,10/28/2024,Indommee,Personal Care,Abuja,Distributor,0,506,0,2000,-2000
TXN-4761,5/22/2024,Unilvr,Dairy,Benin City,Ecom,0,248,0,5524,-5524
TXN-9181,3/11/2024,Nestlee,Beverage,Abuja,Ecom,123,269,33087,1000,32087
TXN-5810,5/15/2024,P&G,Grocery,Lagos,Wholesaler,21,924,19404,6128,13276
TXN-3137,3/17/2024,Nestlee,Grocery,Jos,Wholesaler,3000,835,2505000,0,2505000
TXN-3136,5/26/2024,P&G,Dairy,Kano,Retail Store,210,714,149940,3000,146940
TXN-817,1/4/2024,Dangote,Toiletry,Abuja,Online,125,504,63000,4361,58639
TXN-2054,4/18/2024,Dangote,Grocery,Kano,Distributor,2000,920,1840000,4643,1835357
TXN-3668,3/7/2024,Indommee,Beverage,Kano,Distributor,2000,354,708000,2000,706000
TXN-1086,8/18/2024,Indommee,Toiletry,Benin City,Ecom,0,700,0,0,0
TXN-5039,1/1/2024,P&G,Beverage,Benin City,Online,2000,127,254000,0,254000
TXN-1154,12/28/2024,Dangote,Toiletry,Ibadan,Online,1000,901,901000,3529,897471
TXN-1853,11/5/2024,Colgate,Snack,Lagos,Wholesaler,0,882,0,5972,-5972
TXN-2151,5/21/2024,P&G,Grocery,Jos,Retail Store,3000,403,1209000,7341,1201659
TXN-2401,1/3/2024,Pepsico,Household,Benin City,Online,283,847,239701,2000,237701
TXN-4969,7/18/2024,Pepsico,Beverage,Kano,Ecom,259,246,63714,7254,56460
TXN-634,4/12/2024,Unilvr,Grocery,Lagos,Retail Store,3000,341,1023000,4603,1018397
TXN-2118,7/23/2024,Colgate,Snack,Benin City,Online,3000,204,612000,0,612000
TXN-9800,8/23/2024,Indommee,Household,Kano,Wholesaler,285,198,56430,0,56430
TXN-7105,8/27/2024,Pepsico,Grocery,Port Harcourt,Retail Store,31,998,30938,1000,29938
TXN-3915,7/4/2024,Pepsico,Snack,Port Harcourt,Retail Store,179,827,148033,3932,144101
TXN-8802,3/18/2024,Pepsico,Beverage,Port Harcourt,Online,71,145,10295,706,9589
TXN-6786,1/14/2024,Unilvr,Grocery,Lagos,Online,3000,426,1278000,1891,1276109
TXN-8791,6/6/2024,Indommee,Beverage,Port Harcourt,Retail Store,62,308,19096,2304,16792
TXN-6683,10/11/2024,Reckit,Toiletry,Port Harcourt,Online,96,788,75648,7688,67960
TXN-9428,5/31/2024,Reckit,Beverage,Ibadan,Online,0,839,0,4012,-4012
TXN-6385,12/3/2024,Reckit,Toiletry,Benin City,Retail Store,2000,970,1940000,2000,1938000
TXN-8465,9/16/2024,Dangote,Personal Care,Port Harcourt,Retail Store,3000,732,2196000,3779,2192221
TXN-9773,5/17/2024,Colgate,Grocery,Kano,Retail Store,0,492,0,0,0
TXN-1479,3/20/2024,Pepsico,Personal Care,Benin City,Online,157,812,127484,4994,122490
TXN-7892,7/25/2024,P&G,Beverage,Ibadan,Ecom,68,295,20060,0,20060
TXN-7378,2/10/2024,P&G,Dairy,Benin City,Ecom,1000,240,240000,6266,233734
TXN-595,8/2/2024,Coca Cola,Beverage,Enugu,Online,128,681,87168,0,87168
TXN-9874,6/21/2024,Pepsico,Grocery,Kano,Wholesaler,0,188,0,1000,-1000
TXN-2670,2/22/2024,Dangote,Toiletry,Port Harcourt,Ecom,3000,359,1077000,1006,1075994
TXN-7640,3/28/2024,Nestlee,Household,Lagos,Retail Store,46,206,9476,1107,8369
TXN-4508,6/23/2024,Dangote,Snack,Kano,Distributor,0,334,0,6388,-6388
TXN-290,12/12/2024,P&G,Grocery,Kano,Retail Store,40,370,14800,0,14800
TXN-7058,1/21/2024,Dangote,Household,Enugu,Distributor,248,494,122512,2000,120512
TXN-2474,6/16/2024,Colgate,Beverage,Kano,Online,0,444,0,3705,-3705
TXN-1594,1/8/2024,P&G,Household,Ibadan,Ecom,3000,185,555000,4787,550213
TXN-9189,3/14/2024,P&G,Snack,Kano,Online,1000,386,386000,6047,379953
TXN-6188,1/28/2024,Pepsico,Household,Lagos,Distributor,2000,727,1454000,2991,1451009
TXN-1985,10/18/2024,Indommee,Personal Care,Enugu,Retail Store,0,861,0,3000,-3000
TXN-4335,2/6/2024,P&G,Beverage,Ibadan,Online,1000,831,831000,7013,823987
TXN-1368,3/4/2024,Pepsico,Grocery,Benin City,Online,123,405,49815,5419,44396
TXN-651,4/30/2024,Dangote,Dairy,Kano,Retail Store,2000,104,208000,2000,206000
TXN-9928,10/4/2024,Reckit,Personal Care,Kano,Retail Store,145,394,57130,1741,55389
TXN-6504,8/17/2024,Dangote,Toiletry,Port Harcourt,Retail Store,76,839,63764,7690,56074
TXN-2278,5/8/2024,Reckit,Personal Care,Jos,Online,3000,394,1182000,2000,1180000
TXN-2302,10/10/2024,Dangote,Personal Care,Lagos,Retail Store,91,252,22932,1531,21401
TXN-6086,8/6/2024,Colgate,Grocery,Port Harcourt,Online,1000,112,112000,0,112000
TXN-3974,11/23/2024,Colgate,Personal Care,Kano,Online,0,318,0,1000,-1000
TXN-9668,8/24/2024,P&G,Snack,Ibadan,Retail Store,1000,570,570000,3000,567000
TXN-5558,4/26/2024,Reckit,Grocery,Lagos,Online,3000,617,1851000,0,1851000
TXN-7369,6/25/2024,Pepsico,Toiletry,Benin City,Wholesaler,284,761,216124,1144,214980
TXN-2728,9/25/2024,Reckit,Household,Benin City,Retail Store,0,499,0,3519,-3519
TXN-3439,5/19/2024,Pepsico,Toiletry,Jos,Retail Store,3000,355,1065000,7435,1057565
TXN-4841,11/17/2024,Indommee,Grocery,Abuja,Distributor,1000,419,419000,5119,413881
TXN-6031,11/2/2024,Unilvr,Household,Enugu,Ecom,204,470,95880,6079,89801
TXN-7099,9/1/2024,P&G,Dairy,Kano,Retail Store,4,756,3024,3000,24
TXN-4900,4/2/2024,Dangote,Household,Ibadan,Ecom,92,110,10120,3000,7120
TXN-363,10/5/2024,Indommee,Personal Care,Abuja,Retail Store,3000,450,1350000,2127,1347873
TXN-4200,12/18/2024,Unilvr,Grocery,Jos,Wholesaler,82,293,24026,1000,23026
TXN-9491,12/25/2024,Reckit,Grocery,Benin City,Wholesaler,2000,165,330000,4360,325640
TXN-2622,4/18/2024,P&G,Household,Abuja,Distributor,3000,774,2322000,2512,2319488
TXN-4512,1/4/2024,Nestlee,Household,Port Harcourt,Online,204,313,63852,1000,62852
TXN-6232,6/17/2024,Indommee,Personal Care,Ibadan,Retail Store,225,550,123750,4609,119141
TXN-5379,3/6/2024,Coca Cola,Snack,Jos,Online,119,306,36414,0,36414
TXN-4122,8/23/2024,Reckit,Grocery,Abuja,Ecom,101,797,80497,1000,79497
TXN-6525,8/4/2024,Pepsico,Household,Port Harcourt,Wholesaler,1000,397,397000,6172,390828
TXN-6620,8/27/2024,Indommee,Dairy,Lagos,Online,213,131,27903,2000,25903
TXN-6794,3/16/2024,Colgate,Toiletry,Jos,Online,166,418,69388,1661,67727
TXN-9617,3/18/2024,Coca Cola,Toiletry,Abuja,Retail Store,153,411,62883,953,61930
TXN-8073,1/6/2024,Coca Cola,Personal Care,Lagos,Online,2000,861,1722000,1000,1721000
TXN-5761,5/4/2024,Nestlee,Grocery,Enugu,Distributor,2000,261,522000,2276,519724
TXN-4642,8/4/2024,Indommee,Toiletry,Benin City,Online,242,955,231110,0,231110
TXN-2460,9/20/2024,Unilvr,Toiletry,Port Harcourt,Distributor,278,386,107308,3000,104308
TXN-2554,3/19/2024,Pepsico,Personal Care,Port Harcourt,Ecom,2000,456,912000,3000,909000
TXN-7028,9/18/2024,Reckit,Grocery,Jos,Online,2000,999,1998000,2000,1996000
TXN-2307,5/9/2024,P&G,Beverage,Jos,Retail Store,54,452,24408,2000,22408
TXN-7827,5/5/2024,Indommee,Grocery,Benin City,Online,1000,496,496000,1000,495000
TXN-6107,1/4/2024,Reckit,Personal Care,Port Harcourt,Online,230,278,63940,2000,61940
TXN-8186,12/13/2024,Indommee,Toiletry,Enugu,Wholesaler,2000,369,738000,4471,733529
TXN-2498,9/4/2024,Pepsico,Grocery,Benin City,Online,10,371,3710,1000,2710
TXN-4044,4/25/2024,Indommee,Dairy,Enugu,Distributor,2000,440,880000,0,880000
TXN-5557,1/27/2024,Unilvr,Household,Kano,Online,0,883,0,3000,-3000
TXN-6474,5/5/2024,Nestlee,Household,Kano,Online,51,116,5916,1000,4916
TXN-2125,9/18/2024,Dangote,Grocery,Ibadan,Wholesaler,2000,338,676000,1000,675000
TXN-142,4/19/2024,Nestlee,Beverage,Ibadan,Online,139,900,125100,7352,117748
TXN-2824,6/2/2024,Pepsico,Toiletry,Kano,Ecom,2000,756,1512000,2548,1509452
TXN-4663,9/29/2024,Indommee,Toiletry,Benin City,Wholesaler,157,383,60131,3168,56963
TXN-627,12/21/2024,Coca Cola,Dairy,Benin City,Retail Store,131,554,72574,2000,70574
TXN-9789,1/15/2024,Unilvr,Personal Care,Enugu,Ecom,6,209,1254,2000,-746
TXN-7854,10/26/2024,Dangote,Beverage,Kano,Distributor,3000,208,624000,3000,621000
TXN-1545,4/5/2024,Indommee,Toiletry,Benin City,Retail Store,3000,361,1083000,3721,1079279
TXN-3477,6/3/2024,Pepsico,Household,Enugu,Distributor,31,758,23498,1000,22498
TXN-7329,9/9/2024,Indommee,Household,Benin City,Distributor,123,574,70602,1000,69602
TXN-1235,6/15/2024,Colgate,Beverage,Benin City,Retail Store,139,286,39754,1000,38754
TXN-876,5/29/2024,Reckit,Personal Care,Abuja,Distributor,272,754,205088,1537,203551
TXN-4735,2/10/2024,Dangote,Grocery,Port Harcourt,Retail Store,153,458,70074,3000,67074
TXN-258,6/13/2024,Coca Cola,Household,Enugu,Retail Store,259,132,34188,7084,27104
TXN-455,8/6/2024,Colgate,Beverage,Enugu,Online,3000,297,891000,0,891000
TXN-7822,1/15/2024,Unilvr,Household,Ibadan,Distributor,154,931,143374,2855,140519
TXN-8003,4/20/2024,Unilvr,Personal Care,Abuja,Online,2000,565,1130000,5310,1124690
TXN-486,6/5/2024,Reckit,Grocery,Ibadan,Ecom,2000,761,1522000,7768,1514232
TXN-8351,9/23/2024,Nestlee,Dairy,Port Harcourt,Online,0,426,0,2000,-2000
TXN-4308,12/16/2024,Coca Cola,Snack,Ibadan,Ecom,3000,958,2874000,4268,2869732
TXN-7462,12/19/2024,Colgate,Dairy,Kano,Retail Store,2000,343,686000,3000,683000
TXN-8867,12/13/2024,Dangote,Personal Care,Benin City,Ecom,3000,363,1089000,1852,1087148
TXN-5015,6/19/2024,Coca Cola,Snack,Port Harcourt,Retail Store,3000,765,2295000,1000,2294000
TXN-9909,6/27/2024,Unilvr,Dairy,Benin City,Distributor,176,867,152592,2000,150592
TXN-5431,4/3/2024,Reckit,Beverage,Enugu,Distributor,180,334,60120,1000,59120
TXN-8482,9/22/2024,Indommee,Toiletry,Port Harcourt,Online,0,143,0,3112,-3112
TXN-7592,5/20/2024,Unilvr,Snack,Ibadan,Retail Store,1000,261,261000,3000,258000
TXN-5091,9/19/2024,Nestlee,Toiletry,Port Harcourt,Ecom,2000,938,1876000,0,1876000
TXN-7082,7/1/2024,P&G,Toiletry,Abuja,Ecom,1000,876,876000,1000,875000
TXN-6188,7/2/2024,Coca Cola,Beverage,Kano,Online,84,786,66024,6734,59290
TXN-5309,4/28/2024,P&G,Grocery,Kano,Retail Store,273,908,247884,3000,244884
TXN-7734,4/2/2024,Coca Cola,Dairy,Port Harcourt,Retail Store,0,103,0,6749,-6749
TXN-8292,5/31/2024,Reckit,Toiletry,Abuja,Online,1000,589,589000,4543,584457
TXN-9609,1/12/2024,Nestlee,Toiletry,Ibadan,Retail Store,220,179,39380,0,39380
TXN-7060,10/29/2024,Coca Cola,Beverage,Lagos,Online,161,811,130571,1000,129571
TXN-3851,6/15/2024,Unilvr,Grocery,Enugu,Wholesaler,2000,269,538000,3000,535000
TXN-7202,2/7/2024,Pepsico,Household,Port Harcourt,Online,17,270,4590,1000,3590
TXN-6372,8/18/2024,Indommee,Dairy,Enugu,Wholesaler,0,708,0,866,-866
TXN-5368,5/9/2024,Indommee,Household,Benin City,Ecom,258,312,80496,3000,77496
TXN-6722,7/6/2024,P&G,Beverage,Benin City,Wholesaler,2000,885,1770000,0,1770000
TXN-709,9/24/2024,Colgate,Personal Care,Ibadan,Online,206,180,37080,2000,35080
TXN-5834,6/21/2024,Dangote,Household,Lagos,Retail Store,3000,125,375000,6011,368989
TXN-6621,12/19/2024,Coca Cola,Beverage,Ibadan,Distributor,3000,730,2190000,0,2190000
TXN-5736,10/18/2024,Nestlee,Household,Kano,Retail Store,274,265,72610,2000,70610
TXN-5593,9/15/2024,P&G,Household,Benin City,Ecom,1000,512,512000,0,512000
TXN-1666,3/31/2024,Reckit,Toiletry,Kano,Retail Store,213,735,156555,2000,154555
TXN-3754,11/20/2024,Reckit,Snack,Jos,Ecom,177,946,167442,2439,165003
TXN-2046,4/21/2024,P&G,Dairy,Ibadan,Online,110,277,30470,0,30470
TXN-1847,1/4/2024,Indommee,Dairy,Lagos,Retail Store,1000,887,887000,1550,885450
TXN-4847,12/2/2024,Dangote,Snack,Benin City,Distributor,166,147,24402,2000,22402
TXN-1114,4/29/2024,P&G,Dairy,Abuja,Wholesaler,2000,894,1788000,3000,1785000
TXN-8159,8/19/2024,Coca Cola,Grocery,Lagos,Retail Store,98,313,30674,2000,28674
TXN-1279,7/20/2024,Indommee,Household,Benin City,Online,1000,894,894000,1327,892673
